County,Date,Cases,Deaths,countyfp,Dem_RUCA,Dem_Desc,edr,planning.region,total.pop
Murray,5/11/2020,29,0,101,A,Entirely rural,EDR 8 - Southwest,Southwest,8394
Nicollet,5/11/2020,21,2,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,33477
Nobles,5/11/2020,1269,2,105,B,Town/rural mix,EDR 8 - Southwest,Southwest,21854
Norman,5/11/2020,10,0,107,A,Entirely rural,EDR 1 - Northwest,Northwest,6589
Olmsted,5/11/2020,374,9,109,D,Entirely urban,EDR 10 - Southeast,Southeast,151685
Otter Tail,5/11/2020,25,0,111,B,Town/rural mix,EDR 4 - West Central,Northwest,57790
Pennington,5/11/2020,1,0,113,B,Town/rural mix,EDR 1 - Northwest,Northwest,14197
Pine,5/11/2020,73,0,115,C,Urban/town/rural mix,EDR 7E- East Central,Central,29057
Pipestone,5/11/2020,7,0,117,B,Town/rural mix,EDR 8 - Southwest,Southwest,9229
Polk,5/11/2020,53,1,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,31564
Pope,5/11/2020,5,0,121,B,Town/rural mix,EDR 4 - West Central,Northwest,10932
Ramsey,5/11/2020,986,47,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,537893
Red Lake,5/11/2020,2,0,125,A,Entirely rural,EDR 1 - Northwest,Northwest,4017
Redwood,5/11/2020,3,0,127,B,Town/rural mix,EDR 8 - Southwest,Southwest,15430
Renville,5/11/2020,6,0,129,A,Entirely rural,EDR 6E- Southwest Central,Central,14798
Rice,5/11/2020,126,2,131,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,65251
Rock,5/11/2020,19,0,133,C,Urban/town/rural mix,EDR 8 - Southwest,Southwest,9433
Roseau,5/11/2020,1,0,135,B,Town/rural mix,EDR 1 - Northwest,Northwest,15537
Scott,5/11/2020,155,1,139,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,141463
Sherburne,5/11/2020,114,1,141,D,Entirely urban,EDR 7W- Central,Central,92024
Sibley,5/11/2020,4,0,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,14888
St. Louis,5/11/2020,96,12,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,200294
Stearns,5/11/2020,1443,6,145,C,Urban/town/rural mix,EDR 7W- Central,Central,155300
Steele,5/11/2020,65,0,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,36612
Stevens,5/11/2020,1,0,149,B,Town/rural mix,EDR 4 - West Central,Northwest,9759
Swift,5/11/2020,8,0,151,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,9448
Todd,5/11/2020,38,0,153,B,Town/rural mix,EDR 5 - North Central,Northwest,24423
Traverse,5/11/2020,3,0,155,A,Entirely rural,EDR 4 - West Central,Northwest,3357
Wabasha,5/11/2020,13,0,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,21490
Wadena,5/11/2020,4,0,159,B,Town/rural mix,EDR 5 - North Central,Northwest,13626
Waseca,5/11/2020,16,0,161,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,18898
Washington,5/11/2020,256,15,163,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,250979
Watonwan,5/11/2020,25,0,165,B,Town/rural mix,EDR 9 - South Central,Southwest,10936
Wilkin,5/11/2020,11,3,167,B,Town/rural mix,EDR 4 - West Central,Northwest,6398
Winona,5/11/2020,71,15,169,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,50992
Wright,5/11/2020,110,1,171,C,Urban/town/rural mix,EDR 7W- Central,Central,131130
Yellow Medicine,5/11/2020,3,0,173,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,9930
Aitkin,5/12/2020,2,0,001,A,Entirely rural,EDR 3 - Arrowhead,Northeast,15841
Anoka,5/12/2020,613,31,003,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,344861
Becker,5/12/2020,25,0,005,C,Urban/town/rural mix,EDR 4 - West Central,Northwest,33552
Beltrami,5/12/2020,6,0,007,B,Town/rural mix,EDR 2 - Headwaters,Northwest,45847
Benton,5/12/2020,100,2,009,C,Urban/town/rural mix,EDR 7W- Central,Central,39360
Big Stone,5/12/2020,2,0,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest,5039
Blue Earth,5/12/2020,67,0,013,D,Entirely urban,EDR 9 - South Central,Southwest,65767
Brown,5/12/2020,9,1,015,B,Town/rural mix,EDR 9 - South Central,Southwest,25243
Carlton,5/12/2020,65,0,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,35408
Carver,5/12/2020,95,1,019,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,98799
Cass,5/12/2020,8,2,021,B,Town/rural mix,EDR 5 - North Central,Northwest,28810
Chippewa,5/12/2020,21,0,023,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,12040
Chisago,5/12/2020,23,1,025,D,Entirely urban,EDR 7E- East Central,Central,54297
Clay,5/12/2020,254,17,027,D,Entirely urban,EDR 4 - West Central,Northwest,62040
Clearwater,5/12/2020,2,0,029,B,Town/rural mix,EDR 2 - Headwaters,Northwest,8824
Cook,5/12/2020,NA,NA,031,A,Entirely rural,EDR 3 - Arrowhead,Northeast,5270
Cottonwood,5/12/2020,47,0,033,B,Town/rural mix,EDR 8 - Southwest,Southwest,11437
Crow Wing,5/12/2020,23,1,035,B,Town/rural mix,EDR 5 - North Central,Northwest,63505
Dakota,5/12/2020,508,15,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,414655
Dodge,5/12/2020,26,0,039,D,Entirely urban,EDR 10 - Southeast,Southeast,20485
Douglas,5/12/2020,17,0,041,B,Town/rural mix,EDR 4 - West Central,Northwest,36891
Faribault,5/12/2020,10,0,043,B,Town/rural mix,EDR 9 - South Central,Southwest,13966
Fillmore,5/12/2020,14,1,045,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,20825
Freeborn,5/12/2020,46,0,047,B,Town/rural mix,EDR 10 - Southeast,Southeast,30619
Goodhue,5/12/2020,26,0,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,46138
Grant,5/12/2020,2,0,051,A,Entirely rural,EDR 4 - West Central,Northwest,5923
Hennepin,5/12/2020,4033,412,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,1224763
Houston,5/12/2020,2,0,055,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,18709
Hubbard,5/12/2020,NA,NA,057,B,Town/rural mix,EDR 2 - Headwaters,Northwest,20743
Isanti,5/12/2020,10,0,059,C,Urban/town/rural mix,EDR 7E- East Central,Central,38584
Itasca,5/12/2020,35,2,061,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,45237
Jackson,5/12/2020,33,0,063,B,Town/rural mix,EDR 8 - Southwest,Southwest,10104
Kanabec,5/12/2020,10,0,065,C,Urban/town/rural mix,EDR 7E- East Central,Central,15948
Kandiyohi,5/12/2020,367,1,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,42577
Kittson,5/12/2020,1,0,069,A,Entirely rural,EDR 1 - Northwest,Northwest,4384
Koochiching,5/12/2020,2,0,071,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,12776
Lac qui Parle,5/12/2020,2,0,073,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest,6840
Lake,5/12/2020,1,0,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,10578
Lake of the Woods,5/12/2020,NA,NA,077,A,Entirely rural,EDR 2 - Headwaters,Northwest,3841
Le Sueur,5/12/2020,31,1,079,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,27810
Lincoln,5/12/2020,4,0,081,A,Entirely rural,EDR 8 - Southwest,Southwest,5724
Lyon,5/12/2020,20,0,083,B,Town/rural mix,EDR 8 - Southwest,Southwest,25789
Mahnomen,5/12/2020,3,1,087,A,Entirely rural,EDR 2 - Headwaters,Northwest,5500
Marshall,5/12/2020,8,0,089,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,9397
Martin,5/12/2020,112,4,091,B,Town/rural mix,EDR 9 - South Central,Southwest,20084
McLeod,5/12/2020,14,0,085,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central,35816
Meeker,5/12/2020,23,0,093,B,Town/rural mix,EDR 6E- Southwest Central,Central,23105
Mille Lacs,5/12/2020,7,1,095,C,Urban/town/rural mix,EDR 7E- East Central,Central,25635
Morrison,5/12/2020,16,0,097,B,Town/rural mix,EDR 5 - North Central,Northwest,32880
Mower,5/12/2020,45,0,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,39386
Murray,5/12/2020,29,0,101,A,Entirely rural,EDR 8 - Southwest,Southwest,8394
Nicollet,5/12/2020,22,2,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,33477
Nobles,5/12/2020,1291,2,105,B,Town/rural mix,EDR 8 - Southwest,Southwest,21854
Norman,5/12/2020,11,0,107,A,Entirely rural,EDR 1 - Northwest,Northwest,6589
Olmsted,5/12/2020,378,9,109,D,Entirely urban,EDR 10 - Southeast,Southeast,151685
Otter Tail,5/12/2020,25,0,111,B,Town/rural mix,EDR 4 - West Central,Northwest,57790
Pennington,5/12/2020,1,0,113,B,Town/rural mix,EDR 1 - Northwest,Northwest,14197
Pine,5/12/2020,73,0,115,C,Urban/town/rural mix,EDR 7E- East Central,Central,29057
Pipestone,5/12/2020,7,0,117,B,Town/rural mix,EDR 8 - Southwest,Southwest,9229
Polk,5/12/2020,54,1,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,31564
Pope,5/12/2020,5,0,121,B,Town/rural mix,EDR 4 - West Central,Northwest,10932
Ramsey,5/12/2020,1052,49,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,537893
Red Lake,5/12/2020,2,0,125,A,Entirely rural,EDR 1 - Northwest,Northwest,4017
Redwood,5/12/2020,3,0,127,B,Town/rural mix,EDR 8 - Southwest,Southwest,15430
Renville,5/12/2020,6,0,129,A,Entirely rural,EDR 6E- Southwest Central,Central,14798
Rice,5/12/2020,134,2,131,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,65251
Rock,5/12/2020,19,0,133,C,Urban/town/rural mix,EDR 8 - Southwest,Southwest,9433
Roseau,5/12/2020,1,0,135,B,Town/rural mix,EDR 1 - Northwest,Northwest,15537
Scott,5/12/2020,168,1,139,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,141463
Sherburne,5/12/2020,122,1,141,D,Entirely urban,EDR 7W- Central,Central,92024
Sibley,5/12/2020,4,0,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,14888
St. Louis,5/12/2020,96,12,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,200294
Stearns,5/12/2020,1512,6,145,C,Urban/town/rural mix,EDR 7W- Central,Central,155300
Steele,5/12/2020,73,0,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,36612
Stevens,5/12/2020,1,0,149,B,Town/rural mix,EDR 4 - West Central,Northwest,9759
Swift,5/12/2020,9,0,151,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,9448
Todd,5/12/2020,42,0,153,B,Town/rural mix,EDR 5 - North Central,Northwest,24423
Traverse,5/12/2020,3,0,155,A,Entirely rural,EDR 4 - West Central,Northwest,3357
Wabasha,5/12/2020,13,0,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,21490
Wadena,5/12/2020,4,0,159,B,Town/rural mix,EDR 5 - North Central,Northwest,13626
Waseca,5/12/2020,16,0,161,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,18898
Washington,5/12/2020,266,16,163,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,250979
Watonwan,5/12/2020,28,0,165,B,Town/rural mix,EDR 9 - South Central,Southwest,10936
Wilkin,5/12/2020,11,3,167,B,Town/rural mix,EDR 4 - West Central,Northwest,6398
Winona,5/12/2020,71,15,169,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,50992
Wright,5/12/2020,119,1,171,C,Urban/town/rural mix,EDR 7W- Central,Central,131130
Yellow Medicine,5/12/2020,3,0,173,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,9930
Aitkin,4/22/2020,1,NA,001,A,Entirely rural,EDR 3 - Arrowhead,Northeast,15841
Anoka,4/22/2020,105,NA,003,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,344861
Becker,4/22/2020,2,NA,005,C,Urban/town/rural mix,EDR 4 - West Central,Northwest,33552
Beltrami,4/22/2020,6,NA,007,B,Town/rural mix,EDR 2 - Headwaters,Northwest,45847
Benton,4/22/2020,4,NA,009,C,Urban/town/rural mix,EDR 7W- Central,Central,39360
Big Stone,4/22/2020,1,NA,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest,5039
Blue Earth,4/22/2020,26,NA,013,D,Entirely urban,EDR 9 - South Central,Southwest,65767
Brown,4/22/2020,8,NA,015,B,Town/rural mix,EDR 9 - South Central,Southwest,25243
Carlton,4/22/2020,38,NA,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,35408
Carver,4/22/2020,15,NA,019,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,98799
Cass,4/22/2020,4,NA,021,B,Town/rural mix,EDR 5 - North Central,Northwest,28810
Chippewa,4/22/2020,1,NA,023,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,12040
Chisago,4/22/2020,7,NA,025,D,Entirely urban,EDR 7E- East Central,Central,54297
Clay,4/22/2020,79,NA,027,D,Entirely urban,EDR 4 - West Central,Northwest,62040
Clearwater,4/22/2020,2,NA,029,B,Town/rural mix,EDR 2 - Headwaters,Northwest,8824
Cook,4/22/2020,NA,NA,031,A,Entirely rural,EDR 3 - Arrowhead,Northeast,5270
Cottonwood,4/22/2020,6,NA,033,B,Town/rural mix,EDR 8 - Southwest,Southwest,11437
Crow Wing,4/22/2020,20,NA,035,B,Town/rural mix,EDR 5 - North Central,Northwest,63505
Dakota,4/22/2020,130,NA,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,414655
Dodge,4/22/2020,18,NA,039,D,Entirely urban,EDR 10 - Southeast,Southeast,20485
Douglas,4/22/2020,2,NA,041,B,Town/rural mix,EDR 4 - West Central,Northwest,36891
Faribault,4/22/2020,4,NA,043,B,Town/rural mix,EDR 9 - South Central,Southwest,13966
Fillmore,4/22/2020,11,NA,045,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,20825
Freeborn,4/22/2020,33,NA,047,B,Town/rural mix,EDR 10 - Southeast,Southeast,30619
Goodhue,4/22/2020,19,NA,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,46138
Grant,4/22/2020,NA,NA,051,A,Entirely rural,EDR 4 - West Central,Northwest,5923
Hennepin,4/22/2020,1073,NA,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,1224763
Houston,4/22/2020,1,NA,055,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,18709
Hubbard,4/22/2020,NA,NA,057,B,Town/rural mix,EDR 2 - Headwaters,Northwest,20743
Isanti,4/22/2020,6,NA,059,C,Urban/town/rural mix,EDR 7E- East Central,Central,38584
Itasca,4/22/2020,2,NA,061,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,45237
Jackson,4/22/2020,3,NA,063,B,Town/rural mix,EDR 8 - Southwest,Southwest,10104
Kanabec,4/22/2020,NA,NA,065,C,Urban/town/rural mix,EDR 7E- East Central,Central,15948
Kandiyohi,4/22/2020,3,NA,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,42577
Kittson,4/22/2020,1,NA,069,A,Entirely rural,EDR 1 - Northwest,Northwest,4384
Koochiching,4/22/2020,1,NA,071,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,12776
Lac qui Parle,4/22/2020,1,NA,073,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest,6840
Lake,4/22/2020,NA,NA,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,10578
Lake of the Woods,4/22/2020,NA,NA,077,A,Entirely rural,EDR 2 - Headwaters,Northwest,3841
Le Sueur,4/22/2020,22,NA,079,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,27810
Lincoln,4/22/2020,2,NA,081,A,Entirely rural,EDR 8 - Southwest,Southwest,5724
Lyon,4/22/2020,6,NA,083,B,Town/rural mix,EDR 8 - Southwest,Southwest,25789
Mahnomen,4/22/2020,1,NA,087,A,Entirely rural,EDR 2 - Headwaters,Northwest,5500
Marshall,4/22/2020,1,NA,089,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,9397
Martin,4/22/2020,41,NA,091,B,Town/rural mix,EDR 9 - South Central,Southwest,20084
McLeod,4/22/2020,3,NA,085,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central,35816
Meeker,4/22/2020,3,NA,093,B,Town/rural mix,EDR 6E- Southwest Central,Central,23105
Mille Lacs,4/22/2020,1,NA,095,C,Urban/town/rural mix,EDR 7E- East Central,Central,25635
Morrison,4/22/2020,1,NA,097,B,Town/rural mix,EDR 5 - North Central,Northwest,32880
Mower,4/22/2020,27,NA,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,39386
Murray,4/22/2020,3,NA,101,A,Entirely rural,EDR 8 - Southwest,Southwest,8394
Nicollet,4/22/2020,8,NA,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,33477
Nobles,4/22/2020,126,NA,105,B,Town/rural mix,EDR 8 - Southwest,Southwest,21854
Norman,4/22/2020,6,NA,107,A,Entirely rural,EDR 1 - Northwest,Northwest,6589
Olmsted,4/22/2020,204,NA,109,D,Entirely urban,EDR 10 - Southeast,Southeast,151685
Otter Tail,4/22/2020,6,NA,111,B,Town/rural mix,EDR 4 - West Central,Northwest,57790
Pennington,4/22/2020,1,NA,113,B,Town/rural mix,EDR 1 - Northwest,Northwest,14197
Pine,4/22/2020,15,NA,115,C,Urban/town/rural mix,EDR 7E- East Central,Central,29057
Pipestone,4/22/2020,2,NA,117,B,Town/rural mix,EDR 8 - Southwest,Southwest,9229
Polk,4/22/2020,17,NA,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,31564
Pope,4/22/2020,NA,NA,121,B,Town/rural mix,EDR 4 - West Central,Northwest,10932
Ramsey,4/22/2020,219,NA,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,537893
Red Lake,4/22/2020,1,NA,125,A,Entirely rural,EDR 1 - Northwest,Northwest,4017
Redwood,4/22/2020,1,NA,127,B,Town/rural mix,EDR 8 - Southwest,Southwest,15430
Renville,4/22/2020,3,NA,129,A,Entirely rural,EDR 6E- Southwest Central,Central,14798
Rice,4/22/2020,7,NA,131,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,65251
Rock,4/22/2020,5,NA,133,C,Urban/town/rural mix,EDR 8 - Southwest,Southwest,9433
Roseau,4/22/2020,1,NA,135,B,Town/rural mix,EDR 1 - Northwest,Northwest,15537
Scott,4/22/2020,28,NA,139,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,141463
Sherburne,4/22/2020,13,NA,141,D,Entirely urban,EDR 7W- Central,Central,92024
Sibley,4/22/2020,1,NA,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,14888
St. Louis,4/22/2020,54,NA,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,200294
Stearns,4/22/2020,20,NA,145,C,Urban/town/rural mix,EDR 7W- Central,Central,155300
Steele,4/22/2020,10,NA,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,36612
Stevens,4/22/2020,NA,NA,149,B,Town/rural mix,EDR 4 - West Central,Northwest,9759
Swift,4/22/2020,1,NA,151,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,9448
Todd,4/22/2020,3,NA,153,B,Town/rural mix,EDR 5 - North Central,Northwest,24423
Traverse,4/22/2020,2,NA,155,A,Entirely rural,EDR 4 - West Central,Northwest,3357
Wabasha,4/22/2020,8,NA,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,21490
Wadena,4/22/2020,NA,NA,159,B,Town/rural mix,EDR 5 - North Central,Northwest,13626
Waseca,4/22/2020,3,NA,161,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,18898
Washington,4/22/2020,100,NA,163,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,250979
Watonwan,4/22/2020,4,NA,165,B,Town/rural mix,EDR 9 - South Central,Southwest,10936
Wilkin,4/22/2020,10,NA,167,B,Town/rural mix,EDR 4 - West Central,Northwest,6398
Winona,4/22/2020,61,NA,169,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,50992
Wright,4/22/2020,30,NA,171,C,Urban/town/rural mix,EDR 7W- Central,Central,131130
Yellow Medicine,4/22/2020,3,NA,173,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,9930
Aitkin,4/23/2020,1,NA,001,A,Entirely rural,EDR 3 - Arrowhead,Northeast,15841
Anoka,4/23/2020,131,NA,003,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,344861
Becker,4/23/2020,2,NA,005,C,Urban/town/rural mix,EDR 4 - West Central,Northwest,33552
Beltrami,4/23/2020,6,NA,007,B,Town/rural mix,EDR 2 - Headwaters,Northwest,45847
Benton,4/23/2020,4,NA,009,C,Urban/town/rural mix,EDR 7W- Central,Central,39360
Big Stone,4/23/2020,1,NA,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest,5039
Blue Earth,4/23/2020,26,NA,013,D,Entirely urban,EDR 9 - South Central,Southwest,65767
Brown,4/23/2020,8,NA,015,B,Town/rural mix,EDR 9 - South Central,Southwest,25243
Carlton,4/23/2020,38,NA,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,35408
Carver,4/23/2020,15,NA,019,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,98799
Cass,4/23/2020,5,NA,021,B,Town/rural mix,EDR 5 - North Central,Northwest,28810
Chippewa,4/23/2020,1,NA,023,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,12040
Chisago,4/23/2020,7,NA,025,D,Entirely urban,EDR 7E- East Central,Central,54297
Clay,4/23/2020,84,NA,027,D,Entirely urban,EDR 4 - West Central,Northwest,62040
Clearwater,4/23/2020,2,NA,029,B,Town/rural mix,EDR 2 - Headwaters,Northwest,8824
Cook,4/23/2020,NA,NA,031,A,Entirely rural,EDR 3 - Arrowhead,Northeast,5270
Cottonwood,4/23/2020,6,NA,033,B,Town/rural mix,EDR 8 - Southwest,Southwest,11437
Crow Wing,4/23/2020,20,NA,035,B,Town/rural mix,EDR 5 - North Central,Northwest,63505
Dakota,4/23/2020,131,NA,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,414655
Dodge,4/23/2020,18,NA,039,D,Entirely urban,EDR 10 - Southeast,Southeast,20485
Douglas,4/23/2020,2,NA,041,B,Town/rural mix,EDR 4 - West Central,Northwest,36891
Faribault,4/23/2020,4,NA,043,B,Town/rural mix,EDR 9 - South Central,Southwest,13966
Fillmore,4/23/2020,12,NA,045,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,20825
Freeborn,4/23/2020,33,NA,047,B,Town/rural mix,EDR 10 - Southeast,Southeast,30619
Goodhue,4/23/2020,19,NA,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,46138
Grant,4/23/2020,NA,NA,051,A,Entirely rural,EDR 4 - West Central,Northwest,5923
Hennepin,4/23/2020,1132,NA,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,1224763
Houston,4/23/2020,1,NA,055,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,18709
Hubbard,4/23/2020,NA,NA,057,B,Town/rural mix,EDR 2 - Headwaters,Northwest,20743
Isanti,4/23/2020,6,NA,059,C,Urban/town/rural mix,EDR 7E- East Central,Central,38584
Itasca,4/23/2020,2,NA,061,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,45237
Jackson,4/23/2020,5,NA,063,B,Town/rural mix,EDR 8 - Southwest,Southwest,10104
Kanabec,4/23/2020,NA,NA,065,C,Urban/town/rural mix,EDR 7E- East Central,Central,15948
Kandiyohi,4/23/2020,4,NA,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,42577
Kittson,4/23/2020,1,NA,069,A,Entirely rural,EDR 1 - Northwest,Northwest,4384
Koochiching,4/23/2020,1,NA,071,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,12776
Lac qui Parle,4/23/2020,1,NA,073,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest,6840
Lake,4/23/2020,NA,NA,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,10578
Lake of the Woods,4/23/2020,NA,NA,077,A,Entirely rural,EDR 2 - Headwaters,Northwest,3841
Le Sueur,4/23/2020,22,NA,079,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,27810
Lincoln,4/23/2020,2,NA,081,A,Entirely rural,EDR 8 - Southwest,Southwest,5724
Lyon,4/23/2020,6,NA,083,B,Town/rural mix,EDR 8 - Southwest,Southwest,25789
Mahnomen,4/23/2020,1,NA,087,A,Entirely rural,EDR 2 - Headwaters,Northwest,5500
Marshall,4/23/2020,1,NA,089,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,9397
Martin,4/23/2020,41,NA,091,B,Town/rural mix,EDR 9 - South Central,Southwest,20084
McLeod,4/23/2020,3,NA,085,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central,35816
Meeker,4/23/2020,3,NA,093,B,Town/rural mix,EDR 6E- Southwest Central,Central,23105
Mille Lacs,4/23/2020,1,NA,095,C,Urban/town/rural mix,EDR 7E- East Central,Central,25635
